,Car,Colour,Price,Links
202,2022 Jeep Wrangler,Hydro Blue Pearl,"$77,000",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-wrangler-8437236/
203,2020 Tesla Model Y,Grey,"$86,995",https://www.carpages.ca/used-cars/ontario/clarington/2020-tesla-model-y-8436912/
204,2022 Tesla Model 3,Pearl White Multi-Coat,"$85,295",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-3-8436252/
205,2022 Chrysler Pacifica,,"$59,130",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-chrysler-pacifica-8435568/
206,2020 Chrysler Pacifica,,"$62,887",https://www.carpages.ca/used-cars/british-columbia/richmond/2020-chrysler-pacifica-8435550/
207,2008 Toyota Camry,Green,"$6,998",https://www.carpages.ca/used-cars/ontario/toronto/2008-toyota-camry-8435241/
208,2021 Tesla Model 3,White,"$62,995",https://www.carpages.ca/used-cars/ontario/ottawa/2021-tesla-model-3-8434962/
209,2019 Chevrolet Bolt EV,White,"$42,990",https://www.carpages.ca/used-cars/ontario/london/2019-chevrolet-bolt-ev-8434905/
210,2021 Lexus RX 450h,Black,"$74,995",https://www.carpages.ca/used-cars/ontario/scarborough/2021-lexus-rx-450h-8434368/
211,2020 Ford Escape,White,"$39,880",https://www.carpages.ca/used-cars/ontario/kitchener/2020-ford-escape-8433930/
212,2022 Chrysler Pacifica,Velvet Red Pearl,"$53,180",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-chrysler-pacifica-8433804/
213,2022 RAM 1500,Granite Crystal Metallic,"$58,270",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-ram-1500-8433801/
214,2022 Hyundai Tucson,Titan Grey,"$41,999",https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-tucson-8433639/
215,2022 Hyundai Elantra,SPACE BLACK,"$27,499",https://www.carpages.ca/new-cars/ontario/mississauga/2022-hyundai-elantra-8433591/
216,2022 Ford F-150,White,"$64,350",https://www.carpages.ca/new-cars/ontario/tilbury/2022-ford-f-150-8433519/
217,2021 Toyota Prius,Gray,"$44,998",https://www.carpages.ca/used-cars/ontario/guelph/2021-toyota-prius-8433390/
218,2021 Tesla Model S,Blue,"$197,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2021-tesla-model-s-8432466/
219,2022 Ford F-150,Agate Black Metallic,"$64,390",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8432448/
220,2022 Ford F-150,Space White Metallic,"$65,290",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8432445/
221,2020 Ford Transit,Oxford White,"$74,998",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-transit-8432361/
222,2022 Ford Escape,Carbonized Grey Metallic,"$43,894",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-escape-8432355/
223,2022 Ford Escape,Atlas Blue Metallic,"$43,744",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-escape-8432352/
224,2021 Audi Q5,Navarra Blue Metallic,"$66,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-8432298/
225,2022 Audi Q8,Mythos Black Metallic,"$114,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-audi-q8-8432292/
226,2017 Toyota RAV4,White,"$41,988",https://www.carpages.ca/used-cars/british-columbia/maple-ridge/2017-toyota-rav4-8432244/
227,2020 Ford Fusion,Gray,"$38,900",https://www.carpages.ca/used-cars/british-columbia/new-westminster/2020-ford-fusion-8432202/
228,2021 Toyota RAV4,White,"$45,361",https://www.carpages.ca/used-cars/ontario/sudbury/2021-toyota-rav4-8432178/
229,2019 Toyota RAV4,White,"$44,679",https://www.carpages.ca/used-cars/ontario/north-bay/2019-toyota-rav4-8431209/
230,2021 Tesla Model Y,,"$78,995",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-tesla-model-y-8431191/
231,2022 Tesla Model 3,,"$75,495",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2022-tesla-model-3-8431185/
232,2019 Tesla Model 3,,"$76,895",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2019-tesla-model-3-8431158/
233,2021 Ford Mustang MACH-E,,"$76,888",https://www.carpages.ca/used-cars/british-columbia/abbotsford/2021-ford-mustang-mach-e-8431137/
234,2022 Jeep Grand Wagoneer,Grey,"$96,265",https://www.carpages.ca/new-cars/alberta/peace-river/2022-jeep-grand-wagoneer-8430297/
235,2022 Toyota RAV4,Magnetic Grey Metallic w/Black Roof,"$48,248",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430198/
236,2022 Toyota RAV4,Blizzard Pearl w/Black Roof,"$44,048",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430195/
237,2022 Toyota RAV4,Silver Sky Metallic,"$39,783",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430192/
238,2022 Toyota Venza,Titanium Glow,"$51,723",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430168/
239,2022 Toyota Venza,Blueprint,"$48,323",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430162/
240,2022 Toyota Venza,Coastal Gray Metallic,"$42,323",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-venza-8430159/
241,2022 Toyota RAV4,Ruby Flare Pearl,"$41,123",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430126/
242,2022 Toyota RAV4,Silver Sky Metallic,"$38,123",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-rav4-8430120/
243,2019 Tesla Model 3,Black,"$49,950",https://www.carpages.ca/used-cars/ontario/oakville/2019-tesla-model-3-8429562/
244,2021 Ford Escape,STAR WHITE METALLIC TRI-COAT,"$46,990",https://www.carpages.ca/used-cars/ontario/tilbury/2021-ford-escape-8429487/
245,2021 Ford Mustang MACH-E,Grey,"$84,990",https://www.carpages.ca/used-cars/ontario/london/2021-ford-mustang-mach-e-8429475/
246,2022 Toyota Corolla,Celestite,"$30,457",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-corolla-8428515/
247,2022 Toyota Corolla,White,"$28,387",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-toyota-corolla-8428512/
248,2022 Jeep Wrangler,Bright White,"$66,340",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8428197/
249,2019 Ford Fusion Hybrid,Grey,"$27,900",https://www.carpages.ca/used-cars/ontario/brampton/2019-ford-fusion-hybrid-8428194/
250,2018 Mitsubishi Outlander,Maroon,"$39,888",https://www.carpages.ca/used-cars/ontario/guelph/2018-mitsubishi-outlander-8427867/
251,2021 Mercedes-Benz GLE,Red,"$122,995",https://www.carpages.ca/used-cars/ontario/bolton/2021-mercedes-benz-gle-8427798/
252,2022 Ford F-150,Silver,"$63,650",https://www.carpages.ca/new-cars/manitoba/brandon/2022-ford-f-150-8426883/
253,2022 Ford Escape,Gray,"$46,144",https://www.carpages.ca/new-cars/alberta/lacombe/2022-ford-escape-8426799/
254,2021 Audi Q5,Daytona Gray Pearl,"$64,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2021-audi-q5-8426589/
255,2021 Lincoln Corsair,PRISTINE WHITE,"$67,987",https://www.carpages.ca/used-cars/saskatchewan/moose-jaw/2021-lincoln-corsair-8426541/
256,2020 Tesla Model S,Black,"$129,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2020-tesla-model-s-8426427/
257,2014 Ford Focus,Blue,"$18,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2014-ford-focus-8426424/
258,2022 Hyundai IONIQ,Dark Grey,"$74,888",https://www.carpages.ca/used-cars/ontario/brantford/2022-hyundai-ioniq-8426415/
259,2022 Chrysler Pacifica,Ceramic Grey Clear Coat,"$57,785",https://www.carpages.ca/new-cars/british-columbia/abbotsford/2022-chrysler-pacifica-8426403/
260,2022 Hyundai Tucson,Amazon Grey,"$42,865",https://www.carpages.ca/used-cars/ontario/nepean/2022-hyundai-tucson-8426292/
261,2014 Infiniti Q50,Grey,"$26,995",https://www.carpages.ca/used-cars/alberta/calgary/2014-infiniti-q50-8426019/
262,2022 Tesla Model Y,Red Multi-Coat,"$97,888",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8425530/
263,2022 Tesla Model Y,Pearl White Multi-Coat,"$99,995",https://www.carpages.ca/used-cars/ontario/north-york/2022-tesla-model-y-8425506/
264,2017 Tesla Model S,Black,"$87,995",https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-s-8425494/
265,2018 Tesla Model 3,White,"$49,995",https://www.carpages.ca/used-cars/ontario/north-york/2018-tesla-model-3-8425491/
266,2017 Tesla Model X,Pearl White Multi-Coat,"$115,995",https://www.carpages.ca/used-cars/ontario/north-york/2017-tesla-model-x-8425488/
267,2018 Tesla Model 3,White,"$57,910",https://www.carpages.ca/used-cars/ontario/vaughan/2018-tesla-model-3-8425398/
268,2022 Hyundai Tucson,Deep Sea Blue,"$41,224",https://www.carpages.ca/new-cars/ontario/north-bay/2022-hyundai-tucson-8425287/
269,2018 Mitsubishi Outlander,Silver,"$33,129",https://www.carpages.ca/used-cars/ontario/mississauga/2018-mitsubishi-outlander-8425251/
270,2022 Ford Escape,White,"$42,944",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-escape-8424945/
271,2022 Ford Escape,Grey,"$42,044",https://www.carpages.ca/new-cars/alberta/peace-river/2022-ford-escape-8424897/
272,2022 Toyota RAV4,Silver,"$36,777",https://www.carpages.ca/new-cars/ontario/ancaster/2022-toyota-rav4-8424753/
273,2022 Lexus RX 450h,Green,"$70,295",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-lexus-rx-450h-8424630/
274,2022 Hyundai Santa Fe,Black,"$48,224",https://www.carpages.ca/new-cars/alberta/edmonton/2022-hyundai-santa-fe-8424534/
275,2012 Hyundai Sonata,Silver,"$10,995",https://www.carpages.ca/used-cars/ontario/oshawa/2012-hyundai-sonata-8423784/
276,2022 Ford Mustang MACH-E,STAR WHITE METALLIC TRI-COAT,"$68,990",https://www.carpages.ca/new-cars/nova-scotia/port-hawkesbury/2022-ford-mustang-mach-e-8423463/
277,2022 Ford Escape,STAR WHITE METALLIC TRI-COAT,"$44,204",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8422932/
278,2022 Ford Escape,Iconic Silver Metallic,"$44,704",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8422929/
279,2022 Ford Escape,Stone Blue Metallic,"$45,154",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8422911/
280,2022 Ford Escape,Rapid Red Metallic Tinted Clearcoat,"$44,454",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-escape-8422905/
281,2022 Ford Mustang MACH-E,STAR WHITE METALLIC TRI-COAT,"$76,640",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ford-mustang-mach-e-8422896/
282,2020 Audi S6,Mythos Black Metallic,"$96,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-audi-s6-8422622/
283,2022 Ford Escape,Oxford White,"$41,644",https://www.carpages.ca/new-cars/new-brunswick/woodstock/2022-ford-escape-8422550/
284,2018 Chevrolet Volt,Silver,"$28,211",https://www.carpages.ca/used-cars/british-columbia/sechelt/2018-chevrolet-volt-8422172/
285,2022 Jeep Grand Wagoneer,Black,"$100,965",https://www.carpages.ca/new-cars/ontario/thornhill/2022-jeep-grand-wagoneer-8422049/
286,2021 Toyota RAV4,Silver,"$52,995",https://www.carpages.ca/used-cars/ontario/bradford/2021-toyota-rav4-8421818/
287,2021 Ford F-150,Silver,"$93,520",https://www.carpages.ca/used-cars/british-columbia/surrey/2021-ford-f-150-8421794/
288,2022 Jeep Wrangler,Granite Crystal Metallic,"$65,675",https://www.carpages.ca/new-cars/nova-scotia/halifax/2022-jeep-wrangler-8421491/
289,2022 Ford F-150,ICONIC SILVER,"$58,325",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8421431/
290,2022 Ford Escape,Oxford White,"$38,944",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-escape-8421425/
291,2022 Ford F-150,Iconic Silver Metallic,"$74,325",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8421200/
292,2022 Ford F-150,Oxford White,"$83,815",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8421194/
293,2022 Ford F-150,Agate Black Metallic,"$83,150",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-f-150-8421191/
294,2019 Toyota RAV4,White,"$42,591",https://www.carpages.ca/used-cars/ontario/sudbury/2019-toyota-rav4-8421029/
295,2022 BMW i4,Alpine White,"$79,203",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-bmw-i4-8419985/
296,2022 Ford F-150,STAR WHITE METALLIC TRI-COAT,"$99,655",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-f-150-8418606/
297,2022 Ford Escape,Star White Tri-Coat,"$45,294",https://www.carpages.ca/new-cars/british-columbia/vernon/2022-ford-escape-8418372/
298,2022 Tesla Model Y,Gray,"$101,199",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8418108/
299,2022 Tesla Model Y,MIDNIGHT SILVER METALLIC,"$106,000",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-y-8418114/
300,2018 Ford F-250,White Gold Metallic,"$50,980",https://www.carpages.ca/used-cars/ontario/ottawa/2018-ford-f-250-8417253/
301,2018 Mitsubishi Outlander,Diamond White Pearl,"$32,999",https://www.carpages.ca/used-cars/ontario/ottawa/2018-mitsubishi-outlander-8417256/
302,2022 Jeep Wrangler,Black Clearcoat,"$54,425",https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2022-jeep-wrangler-8417196/
303,2022 Ford F-150,Agate Black Metallic,"$82,905",https://www.carpages.ca/new-cars/saskatchewan/regina/2022-ford-f-150-8417124/
304,2021 Ford Transit,White,"$71,988",https://www.carpages.ca/used-cars/ontario/oakville/2021-ford-transit-8417076/
305,2022 Tesla Model Y,,"$109,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2022-tesla-model-y-8416989/
306,2019 Kia NIRO,Grey,"$35,899",https://www.carpages.ca/used-cars/alberta/edmonton/2019-kia-niro-8415801/
307,2022 Jeep Wrangler,White,"$67,248",https://www.carpages.ca/used-cars/ontario/barrie/2022-jeep-wrangler-8415633/
308,2019 Volvo XC90,Denim Blue Metallic,"$72,889",https://www.carpages.ca/used-cars/manitoba/winnipeg/2019-volvo-xc90-8415594/
309,2021 Toyota Corolla,Grey,"$36,336",https://www.carpages.ca/used-cars/british-columbia/richmond/2021-toyota-corolla-8415459/
310,2022 Tesla Model 3,Red,"$72,999",https://www.carpages.ca/used-cars/ontario/london/2022-tesla-model-3-8415288/
311,2020 Ford Fusion,White,"$31,495",https://www.carpages.ca/used-cars/ontario/belle-river/2020-ford-fusion-8415150/
312,2022 Tesla Model Y,White,"$109,950",https://www.carpages.ca/used-cars/ontario/oakville/2022-tesla-model-y-8414634/
313,2014 Toyota Prius,Gray,"$24,990",https://www.carpages.ca/used-cars/ontario/north-york/2014-toyota-prius-8414535/
314,2017 Tesla Model X,Black,"$109,995",https://www.carpages.ca/used-cars/ontario/toronto/2017-tesla-model-x-8414430/
315,2022 Ford Escape,Iced Blue Silver Metallic,"$43,344",https://www.carpages.ca/new-cars/alberta/vermilion/2022-ford-escape-8414325/
316,2020 Audi Q8,Black,"$89,719",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-audi-q8-8414208/
317,2020 Ford Escape,Red,"$43,888",https://www.carpages.ca/used-cars/ontario/guelph/2020-ford-escape-8413692/
318,2022 Ford Escape,Blue,"$45,894",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-ford-escape-8413209/
319,2022 Ford Explorer,FORGED GREEN METALLIC,"$57,944",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-explorer-8412570/
320,2022 Ford F-150,Rapid Red,"$63,900",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8412558/
321,2022 Ford F-150,Oxford White,"$66,860",https://www.carpages.ca/new-cars/ontario/peterborough/2022-ford-f-150-8412555/
322,2014 Ford C-MAX,White,"$18,890",https://www.carpages.ca/used-cars/saskatchewan/regina/2014-ford-c-max-8412453/
323,2022 Ford Escape,Rapid Red Metallic Tinted Clearcoat,"$47,746",https://www.carpages.ca/new-cars/ontario/oakville/2022-ford-escape-8412348/
324,2020 Tesla Model Y,Pearl White Multi-Coat,"$93,888",https://www.carpages.ca/used-cars/british-columbia/mission/2020-tesla-model-y-8412282/
325,2018 Tesla Model X,Black,"$127,995",https://www.carpages.ca/used-cars/british-columbia/port-coquitlam/2018-tesla-model-x-8412159/
326,2022 Tesla Model Y,Red Multi-Coat,"$99,995",https://www.carpages.ca/used-cars/ontario/brampton/2022-tesla-model-y-8411511/
327,2022 Tesla Model 3,Pearl White Multi-Coat,"$87,888",https://www.carpages.ca/used-cars/british-columbia/richmond/2022-tesla-model-3-8411358/
328,2018 Toyota Prius,Blizzard Pearl,"$29,980",https://www.carpages.ca/used-cars/quebec/saint-hubert/2018-toyota-prius-8411343/
329,2020 Toyota Prius,Supersonic Red,"$38,980",https://www.carpages.ca/used-cars/quebec/saint-hubert/2020-toyota-prius-8411331/
330,2022 Toyota Corolla,White,"$42,145",https://www.carpages.ca/used-cars/british-columbia/surrey/2022-toyota-corolla-8410542/
331,2022 Ford F-150,ICONIC SILVER,"$67,070",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410122/
332,2022 Ford F-150,Antimatter Blue,"$93,015",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410104/
333,2022 Ford F-150,Agate Black,"$73,875",https://www.carpages.ca/new-cars/british-columbia/salmon-arm/2022-ford-f-150-8410101/
334,2021 Jeep Wrangler,,"$67,998",https://www.carpages.ca/used-cars/ontario/chatham/2021-jeep-wrangler-8409912/
335,2020 Tesla Model 3,Blue,"$73,990",https://www.carpages.ca/used-cars/ontario/london/2020-tesla-model-3-8409789/
336,2020 Lexus UX,White,"$43,995",https://www.carpages.ca/used-cars/ontario/pembroke/2020-lexus-ux-8409036/
337,2020 Lexus UX,White,"$43,995",https://www.carpages.ca/used-cars/ontario/pembroke/2020-lexus-ux-8409000/
338,2022 Jeep Grand Wagoneer,Diamond Black Crystal Pearl,"$101,820",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8408445/
339,2022 Jeep Grand Wagoneer,Baltic Grey Metallic,"$101,820",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-jeep-grand-wagoneer-8408442/
340,2016 Toyota Prius,Black,"$26,500",https://www.carpages.ca/used-cars/manitoba/winnipeg/2016-toyota-prius-8408256/
341,2022 Jeep Wrangler,STING-GRAY CLEAR COAT,"$70,860",https://www.carpages.ca/new-cars/british-columbia/surrey/2022-jeep-wrangler-8408166/
342,2020 Honda Accord,Black,"$46,286",https://www.carpages.ca/used-cars/british-columbia/surrey/2020-honda-accord-8407671/
343,2018 Ford F-150,SHADOW BLACK,"$45,999",https://www.carpages.ca/used-cars/ontario/new-hamburg/2018-ford-f-150-8407029/
344,2017 Ford F-150,Ruby Red Metallic Tinted Clearcoat,"$37,998",https://www.carpages.ca/used-cars/ontario/mississauga/2017-ford-f-150-8406906/
345,2020 Ford F-150,Oxford White,"$45,998",https://www.carpages.ca/used-cars/ontario/mississauga/2020-ford-f-150-8406867/
346,2022 Tesla Model Y,Black,"$97,986",https://www.carpages.ca/used-cars/quebec/saint-jean-sur-richelieu/2022-tesla-model-y-8406225/
347,2021 Tesla Model 3,White,"$64,499",https://www.carpages.ca/used-cars/british-columbia/vancouver/2021-tesla-model-3-8406096/
348,2015 Nissan Leaf,Grey,"$20,750",https://www.carpages.ca/used-cars/british-columbia/vancouver/2015-nissan-leaf-8406093/
349,2020 Tesla Model Y,Pearl White Multi-Coat,"$85,995",https://www.carpages.ca/used-cars/ontario/brampton/2020-tesla-model-y-8405982/
350,2020 Ford Fusion,Oxford White,"$30,691",https://www.carpages.ca/used-cars/quebec/laval/2020-ford-fusion-8405640/
351,2022 Ford Escape,White,"$51,944",https://www.carpages.ca/new-cars/alberta/fort-saskatchewan/2022-ford-escape-8403795/
352,2020 Ford Escape,Red,"$43,295",https://www.carpages.ca/used-cars/ontario/belleville/2020-ford-escape-8403387/
353,2022 Toyota Sienna,Red,"$62,995",https://www.carpages.ca/used-cars/ontario/belleville/2022-toyota-sienna-8403333/
354,2018 BMW 3 Series,Gray,"$38,990",https://www.carpages.ca/used-cars/ontario/north-york/2018-bmw-3-series-8403180/
355,2020 Ford Fusion Hybrid,Gray,"$34,995",https://www.carpages.ca/used-cars/ontario/brampton/2020-ford-fusion-hybrid-8403132/
356,2022 RAM 1500,Patriot Blue Pearl,"$57,530",https://www.carpages.ca/new-cars/manitoba/winnipeg/2022-ram-1500-8402730/
357,2020 Audi Q8,Samurai Grey Metallic,"$96,000",https://www.carpages.ca/used-cars/manitoba/winnipeg/2020-audi-q8-8402505/
358,2022 Ford Escape,Carbonized Grey,"$41,194",https://www.carpages.ca/new-cars/ontario/mississauga/2022-ford-escape-8401233/
